campaign_id,channel,budget,impressions,clicks,conversions,cost_per_click,roi
2542,Facebook Ads,241,7541,141,51,1.6,1.9
2543,Instagram Ads,242,7542,142,52,1.7,2.0
2544,LinkedIn Ads,243,7543,143,53,1.8,2.1
2545,Twitter Ads,244,7544,144,54,1.9,2.2
2546,Google Ads,245,7545,145,55,1.5,2.3
2547,Facebook Ads,246,7546,146,56,1.6,2.4
2548,Instagram Ads,247,7547,147,57,1.7,2.5
2549,LinkedIn Ads,248,7548,148,58,1.8,2.6
2550,Twitter Ads,249,7549,149,59,1.9,2.7
2551,Google Ads,250,7550,150,10,1.5,1.8
2552,Facebook Ads,251,7551,151,11,1.6,1.9
2553,Instagram Ads,252,7552,152,12,1.7,2.0
2554,LinkedIn Ads,253,7553,153,13,1.8,2.1
2555,Twitter Ads,254,7554,154,14,1.9,2.2
2556,Google Ads,255,7555,155,15,1.5,2.3
2557,Facebook Ads,256,7556,156,16,1.6,2.4
2558,Instagram Ads,257,7557,157,17,1.7,2.5
2559,LinkedIn Ads,258,7558,158,18,1.8,2.6
2560,Twitter Ads,259,7559,159,19,1.9,2.7
2561,Google Ads,260,7560,160,20,1.5,1.8
2562,Facebook Ads,261,7561,161,21,1.6,1.9
2563,Instagram Ads,262,7562,162,22,1.7,2.0
2564,LinkedIn Ads,263,7563,163,23,1.8,2.1
2565,Twitter Ads,264,7564,164,24,1.9,2.2
2566,Google Ads,265,7565,165,25,1.5,2.3
2567,Facebook Ads,266,7566,166,26,1.6,2.4
2568,Instagram Ads,267,7567,167,27,1.7,2.5
2569,LinkedIn Ads,268,7568,168,28,1.8,2.6
2570,Twitter Ads,269,7569,169,29,1.9,2.7
2571,Google Ads,270,7570,170,30,1.5,1.8
2572,Facebook Ads,271,7571,171,31,1.6,1.9
2573,Instagram Ads,272,7572,172,32,1.7,2.0
2574,LinkedIn Ads,273,7573,173,33,1.8,2.1
2575,Twitter Ads,274,7574,174,34,1.9,2.2
2576,Google Ads,275,7575,175,35,1.5,2.3
2577,Facebook Ads,276,7576,176,36,1.6,2.4
2578,Instagram Ads,277,7577,177,37,1.7,2.5
2579,LinkedIn Ads,278,7578,178,38,1.8,2.6
2580,Twitter Ads,279,7579,179,39,1.9,2.7
2581,Google Ads,280,7580,180,40,1.5,1.8
2582,Facebook Ads,281,7581,181,41,1.6,1.9
2583,Instagram Ads,282,7582,182,42,1.7,2.0
2584,LinkedIn Ads,283,7583,183,43,1.8,2.1
2585,Twitter Ads,284,7584,184,44,1.9,2.2
2586,Google Ads,285,7585,185,45,1.5,2.3
2587,Facebook Ads,286,7586,186,46,1.6,2.4
2588,Instagram Ads,287,7587,187,47,1.7,2.5
2589,LinkedIn Ads,288,7588,188,48,1.8,2.6
2590,Twitter Ads,289,7589,189,49,1.9,2.7
2591,Google Ads,290,7590,190,50,1.5,1.8
2592,Facebook Ads,291,7591,191,51,1.6,1.9
2593,Instagram Ads,292,7592,192,52,1.7,2.0
2594,LinkedIn Ads,293,7593,193,53,1.8,2.1
2595,Twitter Ads,294,7594,194,54,1.9,2.2
2596,Google Ads,295,7595,195,55,1.5,2.3
2597,Facebook Ads,296,7596,196,56,1.6,2.4
2598,Instagram Ads,297,7597,197,57,1.7,2.5
2599,LinkedIn Ads,298,7598,198,58,1.8,2.6
2600,Twitter Ads,299,7599,199,59,1.9,2.7
2601,Google Ads,300,7600,200,10,1.5,1.8
2602,Facebook Ads,301,7601,201,11,1.6,1.9
2603,Instagram Ads,302,7602,202,12,1.7,2.0
2604,LinkedIn Ads,303,7603,203,13,1.8,2.1
2605,Twitter Ads,304,7604,204,14,1.9,2.2
2606,Google Ads,305,7605,205,15,1.5,2.3
2607,Facebook Ads,306,7606,206,16,1.6,2.4
2608,Instagram Ads,307,7607,207,17,1.7,2.5
2609,LinkedIn Ads,308,7608,208,18,1.8,2.6
2610,Twitter Ads,309,7609,209,19,1.9,2.7
2611,Google Ads,310,7610,210,20,1.5,1.8
2612,Facebook Ads,311,7611,211,21,1.6,1.9
2613,Instagram Ads,312,7612,212,22,1.7,2.0
2614,LinkedIn Ads,313,7613,213,23,1.8,2.1
2615,Twitter Ads,314,7614,214,24,1.9,2.2
2616,Google Ads,315,7615,215,25,1.5,2.3
2617,Facebook Ads,316,7616,216,26,1.6,2.4
2618,Instagram Ads,317,7617,217,27,1.7,2.5
2619,LinkedIn Ads,318,7618,218,28,1.8,2.6
2620,Twitter Ads,319,7619,219,29,1.9,2.7
2621,Google Ads,320,7620,220,30,1.5,1.8
2622,Facebook Ads,321,7621,221,31,1.6,1.9
2623,Instagram Ads,322,7622,222,32,1.7,2.0
2624,LinkedIn Ads,323,7623,223,33,1.8,2.1
2625,Twitter Ads,324,7624,224,34,1.9,2.2
2626,Google Ads,325,7625,225,35,1.5,2.3
2627,Facebook Ads,326,7626,226,36,1.6,2.4
2628,Instagram Ads,327,7627,227,37,1.7,2.5
2629,LinkedIn Ads,328,7628,228,38,1.8,2.6
2630,Twitter Ads,329,7629,229,39,1.9,2.7
2631,Google Ads,330,7630,230,40,1.5,1.8
2632,Facebook Ads,331,7631,231,41,1.6,1.9
2633,Instagram Ads,332,7632,232,42,1.7,2.0
2634,LinkedIn Ads,333,7633,233,43,1.8,2.1
2635,Twitter Ads,334,7634,234,44,1.9,2.2
2636,Google Ads,335,7635,235,45,1.5,2.3
2637,Facebook Ads,336,7636,236,46,1.6,2.4
2638,Instagram Ads,337,7637,237,47,1.7,2.5
2639,LinkedIn Ads,338,7638,238,48,1.8,2.6
2640,Twitter Ads,339,7639,239,49,1.9,2.7
2641,Google Ads,340,7640,240,50,1.5,1.8
2642,Facebook Ads,341,7641,241,51,1.6,1.9
2643,Instagram Ads,342,7642,242,52,1.7,2.0
2644,LinkedIn Ads,343,7643,243,53,1.8,2.1
2645,Twitter Ads,344,7644,244,54,1.9,2.2
2646,Google Ads,345,7645,245,55,1.5,2.3
2647,Facebook Ads,346,7646,246,56,1.6,2.4
2648,Instagram Ads,347,7647,247,57,1.7,2.5
2649,LinkedIn Ads,348,7648,248,58,1.8,2.6
2650,Twitter Ads,349,7649,249,59,1.9,2.7
2651,Google Ads,350,7650,250,10,1.5,1.8
2652,Facebook Ads,351,7651,251,11,1.6,1.9
2653,Instagram Ads,352,7652,252,12,1.7,2.0
2654,LinkedIn Ads,353,7653,253,13,1.8,2.1
2655,Twitter Ads,354,7654,254,14,1.9,2.2
2656,Google Ads,355,7655,255,15,1.5,2.3
2657,Facebook Ads,356,7656,256,16,1.6,2.4
2658,Instagram Ads,357,7657,257,17,1.7,2.5
2659,LinkedIn Ads,358,7658,258,18,1.8,2.6
2660,Twitter Ads,359,7659,259,19,1.9,2.7
2661,Google Ads,360,7660,260,20,1.5,1.8
2662,Facebook Ads,361,7661,261,21,1.6,1.9
2663,Instagram Ads,362,7662,262,22,1.7,2.0
2664,LinkedIn Ads,363,7663,263,23,1.8,2.1
2665,Twitter Ads,364,7664,264,24,1.9,2.2
2666,Google Ads,365,7665,265,25,1.5,2.3
2667,Facebook Ads,366,7666,266,26,1.6,2.4
2668,Instagram Ads,367,7667,267,27,1.7,2.5
2669,LinkedIn Ads,368,7668,268,28,1.8,2.6
2670,Twitter Ads,369,7669,269,29,1.9,2.7
2671,Google Ads,370,7670,270,30,1.5,1.8
2672,Facebook Ads,371,7671,271,31,1.6,1.9
2673,Instagram Ads,372,7672,272,32,1.7,2.0
2674,LinkedIn Ads,373,7673,273,33,1.8,2.1
2675,Twitter Ads,374,7674,274,34,1.9,2.2
2676,Google Ads,375,7675,275,35,1.5,2.3
2677,Facebook Ads,376,7676,276,36,1.6,2.4
2678,Instagram Ads,377,7677,277,37,1.7,2.5
2679,LinkedIn Ads,378,7678,278,38,1.8,2.6
2680,Twitter Ads,379,7679,279,39,1.9,2.7
2681,Google Ads,380,7680,280,40,1.5,1.8
2682,Facebook Ads,381,7681,281,41,1.6,1.9
2683,Instagram Ads,382,7682,282,42,1.7,2.0
2684,LinkedIn Ads,383,7683,283,43,1.8,2.1
2685,Twitter Ads,384,7684,284,44,1.9,2.2
2686,Google Ads,385,7685,285,45,1.5,2.3
2687,Facebook Ads,386,7686,286,46,1.6,2.4
2688,Instagram Ads,387,7687,287,47,1.7,2.5
2689,LinkedIn Ads,388,7688,288,48,1.8,2.6
2690,Twitter Ads,389,7689,289,49,1.9,2.7
2691,Google Ads,390,7690,290,50,1.5,1.8
2692,Facebook Ads,391,7691,291,51,1.6,1.9
2693,Instagram Ads,392,7692,292,52,1.7,2.0
2694,LinkedIn Ads,393,7693,293,53,1.8,2.1
2695,Twitter Ads,394,7694,294,54,1.9,2.2
2696,Google Ads,395,7695,295,55,1.5,2.3
2697,Facebook Ads,396,7696,296,56,1.6,2.4
2698,Instagram Ads,397,7697,297,57,1.7,2.5
2699,LinkedIn Ads,398,7698,298,58,1.8,2.6
2700,Twitter Ads,399,7699,299,59,1.9,2.7
2701,Google Ads,400,7700,300,10,1.5,1.8
2702,Facebook Ads,401,7701,301,11,1.6,1.9
2703,Instagram Ads,402,7702,302,12,1.7,2.0
2704,LinkedIn Ads,403,7703,303,13,1.8,2.1
2705,Twitter Ads,404,7704,304,14,1.9,2.2
2706,Google Ads,405,7705,305,15,1.5,2.3
2707,Facebook Ads,406,7706,306,16,1.6,2.4
2708,Instagram Ads,407,7707,307,17,1.7,2.5
2709,LinkedIn Ads,408,7708,308,18,1.8,2.6
2710,Twitter Ads,409,7709,309,19,1.9,2.7
2711,Google Ads,410,7710,310,20,1.5,1.8
2712,Facebook Ads,411,7711,311,21,1.6,1.9
2713,Instagram Ads,412,7712,312,22,1.7,2.0
2714,LinkedIn Ads,413,7713,313,23,1.8,2.1
2715,Twitter Ads,414,7714,314,24,1.9,2.2
2716,Google Ads,415,7715,315,25,1.5,2.3
2717,Facebook Ads,416,7716,316,26,1.6,2.4
2718,Instagram Ads,417,7717,317,27,1.7,2.5
2719,LinkedIn Ads,418,7718,318,28,1.8,2.6
2720,Twitter Ads,419,7719,319,29,1.9,2.7
2721,Google Ads,420,7720,320,30,1.5,1.8
2722,Facebook Ads,421,7721,321,31,1.6,1.9
2723,Instagram Ads,422,7722,322,32,1.7,2.0
2724,LinkedIn Ads,423,7723,323,33,1.8,2.1
2725,Twitter Ads,424,7724,324,34,1.9,2.2
2726,Google Ads,425,7725,325,35,1.5,2.3
2727,Facebook Ads,426,7726,326,36,1.6,2.4
2728,Instagram Ads,427,7727,327,37,1.7,2.5
2729,LinkedIn Ads,428,7728,328,38,1.8,2.6
2730,Twitter Ads,429,7729,329,39,1.9,2.7
2731,Google Ads,430,7730,330,40,1.5,1.8
2732,Facebook Ads,431,7731,331,41,1.6,1.9
2733,Instagram Ads,432,7732,332,42,1.7,2.0
2734,LinkedIn Ads,433,7733,333,43,1.8,2.1
2735,Twitter Ads,434,7734,334,44,1.9,2.2
2736,Google Ads,435,7735,335,45,1.5,2.3
2737,Facebook Ads,436,7736,336,46,1.6,2.4
2738,Instagram Ads,437,7737,337,47,1.7,2.5
2739,LinkedIn Ads,438,7738,338,48,1.8,2.6
2740,Twitter Ads,439,7739,339,49,1.9,2.7
2741,Google Ads,440,7740,340,50,1.5,1.8
2742,Facebook Ads,441,7741,341,51,1.6,1.9
2743,Instagram Ads,442,7742,342,52,1.7,2.0
2744,LinkedIn Ads,443,7743,343,53,1.8,2.1
2745,Twitter Ads,444,7744,344,54,1.9,2.2
2746,Google Ads,445,7745,345,55,1.5,2.3
2747,Facebook Ads,446,7746,346,56,1.6,2.4
2748,Instagram Ads,447,7747,347,57,1.7,2.5
2749,LinkedIn Ads,448,7748,348,58,1.8,2.6
2750,Twitter Ads,449,7749,349,59,1.9,2.7
2751,Google Ads,450,7750,350,10,1.5,1.8
2752,Facebook Ads,451,7751,351,11,1.6,1.9
2753,Instagram Ads,452,7752,352,12,1.7,2.0
2754,LinkedIn Ads,453,7753,353,13,1.8,2.1
2755,Twitter Ads,454,7754,354,14,1.9,2.2
2756,Google Ads,455,7755,355,15,1.5,2.3
2757,Facebook Ads,456,7756,356,16,1.6,2.4
2758,Instagram Ads,457,7757,357,17,1.7,2.5
2759,LinkedIn Ads,458,7758,358,18,1.8,2.6
2760,Twitter Ads,459,7759,359,19,1.9,2.7
2761,Google Ads,460,7760,360,20,1.5,1.8
2762,Facebook Ads,461,7761,361,21,1.6,1.9
2763,Instagram Ads,462,7762,362,22,1.7,2.0
2764,LinkedIn Ads,463,7763,363,23,1.8,2.1
2765,Twitter Ads,464,7764,364,24,1.9,2.2
2766,Google Ads,465,7765,365,25,1.5,2.3
2767,Facebook Ads,466,7766,366,26,1.6,2.4
2768,Instagram Ads,467,7767,367,27,1.7,2.5
2769,LinkedIn Ads,468,7768,368,28,1.8,2.6
2770,Twitter Ads,469,7769,369,29,1.9,2.7
2771,Google Ads,470,7770,370,30,1.5,1.8
2772,Facebook Ads,471,7771,371,31,1.6,1.9
2773,Instagram Ads,472,7772,372,32,1.7,2.0
2774,LinkedIn Ads,473,7773,373,33,1.8,2.1
2775,Twitter Ads,474,7774,374,34,1.9,2.2
2776,Google Ads,475,7775,375,35,1.5,2.3
2777,Facebook Ads,476,7776,376,36,1.6,2.4
2778,Instagram Ads,477,7777,377,37,1.7,2.5
2779,LinkedIn Ads,478,7778,378,38,1.8,2.6
2780,Twitter Ads,479,7779,379,39,1.9,2.7
2781,Google Ads,480,7780,380,40,1.5,1.8
2782,Facebook Ads,481,7781,381,41,1.6,1.9
2783,Instagram Ads,482,7782,382,42,1.7,2.0
2784,LinkedIn Ads,483,7783,383,43,1.8,2.1
2785,Twitter Ads,484,7784,384,44,1.9,2.2
2786,Google Ads,485,7785,385,45,1.5,2.3
2787,Facebook Ads,486,7786,386,46,1.6,2.4
2788,Instagram Ads,487,7787,387,47,1.7,2.5
2789,LinkedIn Ads,488,7788,388,48,1.8,2.6
2790,Twitter Ads,489,7789,389,49,1.9,2.7
2791,Google Ads,490,7790,390,50,1.5,1.8
2792,Facebook Ads,491,7791,391,51,1.6,1.9
2793,Instagram Ads,492,7792,392,52,1.7,2.0
2794,LinkedIn Ads,493,7793,393,53,1.8,2.1
2795,Twitter Ads,494,7794,394,54,1.9,2.2
2796,Google Ads,495,7795,395,55,1.5,2.3
2797,Facebook Ads,496,7796,396,56,1.6,2.4
2798,Instagram Ads,497,7797,397,57,1.7,2.5
2799,LinkedIn Ads,498,7798,398,58,1.8,2.6
2800,Twitter Ads,499,7799,399,59,1.9,2.7
2801,Google Ads,500,7800,400,10,1.5,1.8
2802,Facebook Ads,501,7801,401,11,1.6,1.9
2803,Instagram Ads,502,7802,402,12,1.7,2.0
2804,LinkedIn Ads,503,7803,403,13,1.8,2.1
2805,Twitter Ads,504,7804,404,14,1.9,2.2
2806,Google Ads,505,7805,405,15,1.5,2.3
2807,Facebook Ads,506,7806,406,16,1.6,2.4
2808,Instagram Ads,507,7807,407,17,1.7,2.5
2809,LinkedIn Ads,508,7808,408,18,1.8,2.6
2810,Twitter Ads,509,7809,409,19,1.9,2.7
2811,Google Ads,510,7810,410,20,1.5,1.8
2812,Facebook Ads,511,7811,411,21,1.6,1.9
2813,Instagram Ads,512,7812,412,22,1.7,2.0
2814,LinkedIn Ads,513,7813,413,23,1.8,2.1
2815,Twitter Ads,514,7814,414,24,1.9,2.2
2816,Google Ads,515,7815,415,25,1.5,2.3
2817,Facebook Ads,516,7816,416,26,1.6,2.4
2818,Instagram Ads,517,7817,417,27,1.7,2.5
2819,LinkedIn Ads,518,7818,418,28,1.8,2.6
2820,Twitter Ads,519,7819,419,29,1.9,2.7
2821,Google Ads,520,7820,420,30,1.5,1.8
2822,Facebook Ads,521,7821,421,31,1.6,1.9
2823,Instagram Ads,522,7822,422,32,1.7,2.0
2824,LinkedIn Ads,523,7823,423,33,1.8,2.1
2825,Twitter Ads,524,7824,424,34,1.9,2.2
2826,Google Ads,525,7825,425,35,1.5,2.3
2827,Facebook Ads,526,7826,426,36,1.6,2.4
2828,Instagram Ads,527,7827,427,37,1.7,2.5
2829,LinkedIn Ads,528,7828,428,38,1.8,2.6
2830,Twitter Ads,529,7829,429,39,1.9,2.7
2831,Google Ads,530,7830,430,40,1.5,1.8
2832,Facebook Ads,531,7831,431,41,1.6,1.9
2833,Instagram Ads,532,7832,432,42,1.7,2.0
2834,LinkedIn Ads,533,7833,433,43,1.8,2.1
2835,Twitter Ads,534,7834,434,44,1.9,2.2
2836,Google Ads,535,7835,435,45,1.5,2.3
2837,Facebook Ads,536,7836,436,46,1.6,2.4
2838,Instagram Ads,537,7837,437,47,1.7,2.5
2839,LinkedIn Ads,538,7838,438,48,1.8,2.6
2840,Twitter Ads,539,7839,439,49,1.9,2.7
2841,Google Ads,540,7840,440,50,1.5,1.8
2842,Facebook Ads,541,7841,441,51,1.6,1.9
2843,Instagram Ads,542,7842,442,52,1.7,2.0
2844,LinkedIn Ads,543,7843,443,53,1.8,2.1
2845,Twitter Ads,544,7844,444,54,1.9,2.2
2846,Google Ads,545,7845,445,55,1.5,2.3
2847,Facebook Ads,546,7846,446,56,1.6,2.4
2848,Instagram Ads,547,7847,447,57,1.7,2.5
2849,LinkedIn Ads,548,7848,448,58,1.8,2.6
2850,Twitter Ads,549,7849,449,59,1.9,2.7
2851,Google Ads,550,7850,450,10,1.5,1.8
2852,Facebook Ads,551,7851,451,11,1.6,1.9
2853,Instagram Ads,552,7852,452,12,1.7,2.0
2854,LinkedIn Ads,553,7853,453,13,1.8,2.1
2855,Twitter Ads,554,7854,454,14,1.9,2.2
2856,Google Ads,555,7855,455,15,1.5,2.3
2857,Facebook Ads,556,7856,456,16,1.6,2.4
2858,Instagram Ads,557,7857,457,17,1.7,2.5
2859,LinkedIn Ads,558,7858,458,18,1.8,2.6
2860,Twitter Ads,559,7859,459,19,1.9,2.7
2861,Google Ads,560,7860,460,20,1.5,1.8
2862,Facebook Ads,561,7861,461,21,1.6,1.9
2863,Instagram Ads,562,7862,462,22,1.7,2.0
2864,LinkedIn Ads,563,7863,463,23,1.8,2.1
2865,Twitter Ads,564,7864,464,24,1.9,2.2
2866,Google Ads,565,7865,465,25,1.5,2.3
2867,Facebook Ads,566,7866,466,26,1.6,2.4
2868,Instagram Ads,567,7867,467,27,1.7,2.5
2869,LinkedIn Ads,568,7868,468,28,1.8,2.6
2870,Twitter Ads,569,7869,469,29,1.9,2.7
2871,Google Ads,570,7870,470,30,1.5,1.8
2872,Facebook Ads,571,7871,471,31,1.6,1.9
2873,Instagram Ads,572,7872,472,32,1.7,2.0
2874,LinkedIn Ads,573,7873,473,33,1.8,2.1
2875,Twitter Ads,574,7874,474,34,1.9,2.2
2876,Google Ads,575,7875,475,35,1.5,2.3
2877,Facebook Ads,576,7876,476,36,1.6,2.4
2878,Instagram Ads,577,7877,477,37,1.7,2.5
2879,LinkedIn Ads,578,7878,478,38,1.8,2.6
2880,Twitter Ads,579,7879,479,39,1.9,2.7
2881,Google Ads,580,7880,480,40,1.5,1.8
2882,Facebook Ads,581,7881,481,41,1.6,1.9
2883,Instagram Ads,582,7882,482,42,1.7,2.0
2884,LinkedIn Ads,583,7883,483,43,1.8,2.1
2885,Twitter Ads,584,7884,484,44,1.9,2.2
2886,Google Ads,585,7885,485,45,1.5,2.3
2887,Facebook Ads,586,7886,486,46,1.6,2.4
2888,Instagram Ads,587,7887,487,47,1.7,2.5
2889,LinkedIn Ads,588,7888,488,48,1.8,2.6
2890,Twitter Ads,589,7889,489,49,1.9,2.7
2891,Google Ads,590,7890,490,50,1.5,1.8
2892,Facebook Ads,591,7891,491,51,1.6,1.9
2893,Instagram Ads,592,7892,492,52,1.7,2.0
2894,LinkedIn Ads,593,7893,493,53,1.8,2.1
2895,Twitter Ads,594,7894,494,54,1.9,2.2
2896,Google Ads,595,7895,495,55,1.5,2.3
2897,Facebook Ads,596,7896,496,56,1.6,2.4
2898,Instagram Ads,597,7897,497,57,1.7,2.5
2899,LinkedIn Ads,598,7898,498,58,1.8,2.6
2900,Twitter Ads,599,7899,499,59,1.9,2.7
2901,Google Ads,600,7900,500,10,1.5,1.8
2902,Facebook Ads,601,7901,501,11,1.6,1.9
2903,Instagram Ads,602,7902,502,12,1.7,2.0
2904,LinkedIn Ads,603,7903,503,13,1.8,2.1
2905,Twitter Ads,604,7904,504,14,1.9,2.2
2906,Google Ads,605,7905,505,15,1.5,2.3
2907,Facebook Ads,606,7906,506,16,1.6,2.4
2908,Instagram Ads,607,7907,507,17,1.7,2.5
2909,LinkedIn Ads,608,7908,508,18,1.8,2.6
2910,Twitter Ads,609,7909,509,19,1.9,2.7
2911,Google Ads,610,7910,510,20,1.5,1.8
2912,Facebook Ads,611,7911,511,21,1.6,1.9
2913,Instagram Ads,612,7912,512,22,1.7,2.0
2914,LinkedIn Ads,613,7913,513,23,1.8,2.1
2915,Twitter Ads,614,7914,514,24,1.9,2.2
2916,Google Ads,615,7915,515,25,1.5,2.3
2917,Facebook Ads,616,7916,516,26,1.6,2.4
2918,Instagram Ads,617,7917,517,27,1.7,2.5
2919,LinkedIn Ads,618,7918,518,28,1.8,2.6
2920,Twitter Ads,619,7919,519,29,1.9,2.7
2921,Google Ads,620,7920,520,30,1.5,1.8
2922,Facebook Ads,621,7921,521,31,1.6,1.9
2923,Instagram Ads,622,7922,522,32,1.7,2.0
2924,LinkedIn Ads,623,7923,523,33,1.8,2.1
2925,Twitter Ads,624,7924,524,34,1.9,2.2
2926,Google Ads,625,7925,525,35,1.5,2.3
2927,Facebook Ads,626,7926,526,36,1.6,2.4
2928,Instagram Ads,627,7927,527,37,1.7,2.5
2929,LinkedIn Ads,628,7928,528,38,1.8,2.6
2930,Twitter Ads,629,7929,529,39,1.9,2.7
2931,Google Ads,630,7930,530,40,1.5,1.8
2932,Facebook Ads,631,7931,531,41,1.6,1.9
2933,Instagram Ads,632,7932,532,42,1.7,2.0
2934,LinkedIn Ads,633,7933,533,43,1.8,2.1
2935,Twitter Ads,634,7934,534,44,1.9,2.2
2936,Google Ads,635,7935,535,45,1.5,2.3
2937,Facebook Ads,636,7936,536,46,1.6,2.4
2938,Instagram Ads,637,7937,537,47,1.7,2.5
2939,LinkedIn Ads,638,7938,538,48,1.8,2.6
2940,Twitter Ads,639,7939,539,49,1.9,2.7
2941,Google Ads,640,7940,540,50,1.5,1.8
2942,Facebook Ads,641,7941,541,51,1.6,1.9
2943,Instagram Ads,642,7942,542,52,1.7,2.0
2944,LinkedIn Ads,643,7943,543,53,1.8,2.1
2945,Twitter Ads,644,7944,544,54,1.9,2.2
2946,Google Ads,645,7945,545,55,1.5,2.3
2947,Facebook Ads,646,7946,546,56,1.6,2.4
2948,Instagram Ads,647,7947,547,57,1.7,2.5
2949,LinkedIn Ads,648,7948,548,58,1.8,2.6
2950,Twitter Ads,649,7949,549,59,1.9,2.7
2951,Google Ads,650,7950,550,10,1.5,1.8
2952,Facebook Ads,651,7951,551,11,1.6,1.9
2953,Instagram Ads,652,7952,552,12,1.7,2.0
2954,LinkedIn Ads,653,7953,553,13,1.8,2.1
2955,Twitter Ads,654,7954,554,14,1.9,2.2
2956,Google Ads,655,7955,555,15,1.5,2.3
2957,Facebook Ads,656,7956,556,16,1.6,2.4
2958,Instagram Ads,657,7957,557,17,1.7,2.5
2959,LinkedIn Ads,658,7958,558,18,1.8,2.6
2960,Twitter Ads,659,7959,559,19,1.9,2.7
2961,Google Ads,660,7960,560,20,1.5,1.8
2962,Facebook Ads,661,7961,561,21,1.6,1.9
2963,Instagram Ads,662,7962,562,22,1.7,2.0
2964,LinkedIn Ads,663,7963,563,23,1.8,2.1
2965,Twitter Ads,664,7964,564,24,1.9,2.2
2966,Google Ads,665,7965,565,25,1.5,2.3
2967,Facebook Ads,666,7966,566,26,1.6,2.4
2968,Instagram Ads,667,7967,567,27,1.7,2.5
2969,LinkedIn Ads,668,7968,568,28,1.8,2.6
2970,Twitter Ads,669,7969,569,29,1.9,2.7
2971,Google Ads,670,7970,570,30,1.5,1.8
2972,Facebook Ads,671,7971,571,31,1.6,1.9
2973,Instagram Ads,672,7972,572,32,1.7,2.0
2974,LinkedIn Ads,673,7973,573,33,1.8,2.1
2975,Twitter Ads,674,7974,574,34,1.9,2.2
2976,Google Ads,675,7975,575,35,1.5,2.3
2977,Facebook Ads,676,7976,576,36,1.6,2.4
2978,Instagram Ads,677,7977,577,37,1.7,2.5
2979,LinkedIn Ads,678,7978,578,38,1.8,2.6
2980,Twitter Ads,679,7979,579,39,1.9,2.7
2981,Google Ads,680,7980,580,40,1.5,1.8
2982,Facebook Ads,681,7981,581,41,1.6,1.9
2983,Instagram Ads,682,7982,582,42,1.7,2.0
2984,LinkedIn Ads,683,7983,583,43,1.8,2.1
2985,Twitter Ads,684,7984,584,44,1.9,2.2
2986,Google Ads,685,7985,585,45,1.5,2.3
2987,Facebook Ads,686,7986,586,46,1.6,2.4
2988,Instagram Ads,687,7987,587,47,1.7,2.5
2989,LinkedIn Ads,688,7988,588,48,1.8,2.6
2990,Twitter Ads,689,7989,589,49,1.9,2.7
2991,Google Ads,690,7990,590,50,1.5,1.8
2992,Facebook Ads,691,7991,591,51,1.6,1.9
2993,Instagram Ads,692,7992,592,52,1.7,2.0
2994,LinkedIn Ads,693,7993,593,53,1.8,2.1
2995,Twitter Ads,694,7994,594,54,1.9,2.2
2996,Google Ads,695,7995,595,55,1.5,2.3
2997,Facebook Ads,696,7996,596,56,1.6,2.4
2998,Instagram Ads,697,7997,597,57,1.7,2.5
2999,LinkedIn Ads,698,7998,598,58,1.8,2.6
3000,Twitter Ads,699,7999,599,59,1.9,2.7
3001,Google Ads,200,8000,100,10,1.5,1.8
3002,Facebook Ads,201,8001,101,11,1.6,1.9
3003,Instagram Ads,202,8002,102,12,1.7,2.0
3004,LinkedIn Ads,203,8003,103,13,1.8,2.1
3005,Twitter Ads,204,8004,104,14,1.9,2.2
3006,Google Ads,205,8005,105,15,1.5,2.3
3007,Facebook Ads,206,8006,106,16,1.6,2.4
3008,Instagram Ads,207,8007,107,17,1.7,2.5
3009,LinkedIn Ads,208,8008,108,18,1.8,2.6
3010,Twitter Ads,209,8009,109,19,1.9,2.7
3011,Google Ads,210,8010,110,20,1.5,1.8
3012,Facebook Ads,211,8011,111,21,1.6,1.9
3013,Instagram Ads,212,8012,112,22,1.7,2.0
3014,LinkedIn Ads,213,8013,113,23,1.8,2.1
3015,Twitter Ads,214,8014,114,24,1.9,2.2
3016,Google Ads,215,8015,115,25,1.5,2.3
3017,Facebook Ads,216,8016,116,26,1.6,2.4
3018,Instagram Ads,217,8017,117,27,1.7,2.5
3019,LinkedIn Ads,218,8018,118,28,1.8,2.6
3020,Twitter Ads,219,8019,119,29,1.9,2.7
3021,Google Ads,220,8020,120,30,1.5,1.8
3022,Facebook Ads,221,8021,121,31,1.6,1.9
3023,Instagram Ads,222,8022,122,32,1.7,2.0
3024,LinkedIn Ads,223,8023,123,33,1.8,2.1
3025,Twitter Ads,224,8024,124,34,1.9,2.2
3026,Google Ads,225,8025,125,35,1.5,2.3
3027,Facebook Ads,226,8026,126,36,1.6,2.4
3028,Instagram Ads,227,8027,127,37,1.7,2.5
3029,LinkedIn Ads,228,8028,128,38,1.8,2.6
3030,Twitter Ads,229,8029,129,39,1.9,2.7
3031,Google Ads,230,8030,130,40,1.5,1.8
3032,Facebook Ads,231,8031,131,41,1.6,1.9
3033,Instagram Ads,232,8032,132,42,1.7,2.0
3034,LinkedIn Ads,233,8033,133,43,1.8,2.1
3035,Twitter Ads,234,8034,134,44,1.9,2.2
3036,Google Ads,235,8035,135,45,1.5,2.3
3037,Facebook Ads,236,8036,136,46,1.6,2.4
3038,Instagram Ads,237,8037,137,47,1.7,2.5
3039,LinkedIn Ads,238,8038,138,48,1.8,2.6
